Date (month),1.5°C Threshold
2007-09-01,0.0
2007-10-01,0.0
2007-11-01,0.0
2007-12-01,0.0
2008-01-01,0.0
2008-02-01,0.0
2008-03-01,0.0
2008-04-01,0.0
2008-05-01,0.0
2008-06-01,0.0
2008-07-01,0.0
2008-08-01,0.0
2008-09-01,0.0
2008-10-01,0.0
2008-11-01,0.0
2008-12-01,0.0
2009-01-01,0.0
2009-02-01,0.0
2009-03-01,0.0
2009-04-01,0.0
2009-05-01,0.0
2009-06-01,0.0
2009-07-01,0.0
2009-08-01,0.0
2009-09-01,0.0
2009-10-01,0.0
2009-11-01,0.0
2009-12-01,0.0
2010-01-01,0.0
2010-02-01,0.0
2010-03-01,0.0
2010-04-01,0.0
2010-05-01,0.0
2010-06-01,0.0
2010-07-01,0.0
2010-08-01,0.0
2010-09-01,0.0
2010-10-01,0.0
2010-11-01,0.0
2010-12-01,0.0
2011-01-01,0.0
2011-02-01,0.0
2011-03-01,0.0
2011-04-01,0.0
2011-05-01,0.0
2011-06-01,0.0
2011-07-01,0.0
2011-08-01,0.0
2011-09-01,0.0
2011-10-01,0.0
2011-11-01,0.0
2011-12-01,0.0
2012-01-01,0.0
2012-02-01,0.0
2012-03-01,0.0
2012-04-01,0.0
2012-05-01,0.0
2012-06-01,0.0
2012-07-01,0.0
2012-08-01,0.0
2012-09-01,0.0
2012-10-01,0.0
2012-11-01,0.0
2012-12-01,0.0
2013-01-01,0.0
2013-02-01,0.0
2013-03-01,0.0
2013-04-01,0.0
2013-05-01,0.0
2013-06-01,0.0
2013-07-01,0.0
2013-08-01,0.0
2013-09-01,0.0
2013-10-01,0.0
2013-11-01,0.0
2013-12-01,0.0
2014-01-01,0.0
2014-02-01,0.0
2014-03-01,0.0
2014-04-01,0.0
2014-05-01,0.0
2014-06-01,0.0
2014-07-01,0.0
2014-08-01,0.0
2014-09-01,0.0
2014-10-01,0.0
2014-11-01,0.0
2014-12-01,0.0
2015-01-01,0.0
2015-02-01,0.0
2015-03-01,0.0
2015-04-01,0.0
2015-05-01,0.0
2015-06-01,0.0
2015-07-01,0.0
2015-08-01,0.0
2015-09-01,0.0
2015-10-01,0.0
2015-11-01,0.0
2015-12-01,0.0
2016-01-01,0.0
2016-02-01,0.0
2016-03-01,0.0
2016-04-01,0.0
2016-05-01,0.0
2016-06-01,0.0
2016-07-01,0.0
2016-08-01,0.0
2016-09-01,0.0
2016-10-01,0.0
2016-11-01,0.0
2016-12-01,0.0
2017-01-01,0.0
2017-02-01,0.0
2017-03-01,0.0
2017-04-01,0.0
2017-05-01,0.0
2017-06-01,0.0
2017-07-01,0.0
2017-08-01,0.0
2017-09-01,0.0
2017-10-01,0.0
2017-11-01,0.0
2017-12-01,0.0
2018-01-01,0.0
2018-02-01,0.0
2018-03-01,0.0
2018-04-01,0.0
2018-05-01,0.0
2018-06-01,0.0
2018-07-01,0.0
2018-08-01,0.0
2018-09-01,0.0
2018-10-01,0.0
2018-11-01,0.0
2018-12-01,0.0
2019-01-01,0.0
2019-02-01,0.0
2019-03-01,0.0
2019-04-01,0.0
2019-05-01,0.0
2019-06-01,0.0
2019-07-01,0.0
2019-08-01,0.0
2019-09-01,0.0
2019-10-01,0.0
2019-11-01,0.0
2019-12-01,0.0
2020-01-01,0.0
2020-02-01,0.0
2020-03-01,0.0
2020-04-01,0.0
2020-05-01,0.0
2020-06-01,0.0
2020-07-01,0.0
2020-08-01,0.0
2020-09-01,0.0
2020-10-01,0.0
2020-11-01,0.0
2020-12-01,0.0
2021-01-01,0.0
2021-02-01,1.0e-5
2021-03-01,1.0e-5
2021-04-01,2.0e-5
2021-05-01,2.0e-5
2021-06-01,2.0e-5
2021-07-01,2.0e-5
2021-08-01,2.0e-5
2021-09-01,3.0e-5
2021-10-01,3.0e-5
2021-11-01,5.0e-5
2021-12-01,5.0e-5
2022-01-01,6.0e-5
2022-02-01,7.0e-5
2022-03-01,7.0e-5
2022-04-01,9.0e-5
2022-05-01,0.00012
2022-06-01,0.00013
2022-07-01,0.00015
2022-08-01,0.00016
2022-09-01,0.00019
2022-10-01,0.0002
2022-11-01,0.00026
2022-12-01,0.00034
2023-01-01,0.00038
2023-02-01,0.00045
2023-03-01,0.00052
2023-04-01,0.00056
2023-05-01,0.00062
2023-06-01,0.00065
2023-07-01,0.00078
2023-08-01,0.00086
2023-09-01,0.00093
2023-10-01,0.00106
2023-11-01,0.00116
2023-12-01,0.00123
2024-01-01,0.00141
2024-02-01,0.00166
2024-03-01,0.00179
2024-04-01,0.00194
2024-05-01,0.0022
2024-06-01,0.00244
2024-07-01,0.00282
2024-08-01,0.00312
2024-09-01,0.00333
2024-10-01,0.00373
2024-11-01,0.0042
2024-12-01,0.00466
2025-01-01,0.00508
2025-02-01,0.00542
2025-03-01,0.00577
2025-04-01,0.00639
2025-05-01,0.00697
2025-06-01,0.00743
2025-07-01,0.00812
2025-08-01,0.00877
2025-09-01,0.0093
2025-10-01,0.00974
2025-11-01,0.01029
2025-12-01,0.01073
2026-01-01,0.01094
2026-02-01,0.01111
2026-03-01,0.01135
2026-04-01,0.01177
2026-05-01,0.01252
2026-06-01,0.01341
2026-07-01,0.01428
2026-08-01,0.01502
2026-09-01,0.01594
2026-10-01,0.01698
2026-11-01,0.01772
2026-12-01,0.01867
2027-01-01,0.01967
2027-02-01,0.02064
2027-03-01,0.02182
2027-04-01,0.02311
2027-05-01,0.02417
2027-06-01,0.02551
2027-07-01,0.02675
2027-08-01,0.02794
2027-09-01,0.0293
2027-10-01,0.03046
2027-11-01,0.03179
2027-12-01,0.03325
2028-01-01,0.03484
2028-02-01,0.03628
2028-03-01,0.03763
2028-04-01,0.03938
2028-05-01,0.04092
2028-06-01,0.04261
2028-07-01,0.04455
2028-08-01,0.04628
2028-09-01,0.04838
2028-10-01,0.05014
2028-11-01,0.05193
2028-12-01,0.05418
2029-01-01,0.05646
2029-02-01,0.05876
2029-03-01,0.06132
2029-04-01,0.06376
2029-05-01,0.06605
2029-06-01,0.0685
2029-07-01,0.07102
2029-08-01,0.07337
2029-09-01,0.07623
2029-10-01,0.07903
2029-11-01,0.08191
2029-12-01,0.08472
2030-01-01,0.08771
2030-02-01,0.09064
2030-03-01,0.09373
2030-04-01,0.09667
2030-05-01,0.09975
2030-06-01,0.10313
2030-07-01,0.10633
2030-08-01,0.10968
2030-09-01,0.11322
2030-10-01,0.11654
2030-11-01,0.12048
2030-12-01,0.12365
2031-01-01,0.12751
2031-02-01,0.13115
2031-03-01,0.13514
2031-04-01,0.13937
2031-05-01,0.1439
2031-06-01,0.14788
2031-07-01,0.15213
2031-08-01,0.15668
2031-09-01,0.16111
2031-10-01,0.16568
2031-11-01,0.16998
2031-12-01,0.17438
2032-01-01,0.17852
2032-02-01,0.18334
2032-03-01,0.18797
2032-04-01,0.19225
2032-05-01,0.19724
2032-06-01,0.20254
2032-07-01,0.20728
2032-08-01,0.21259
2032-09-01,0.21752
2032-10-01,0.22288
2032-11-01,0.22805
2032-12-01,0.23316
2033-01-01,0.23821
2033-02-01,0.24339
2033-03-01,0.2487
2033-04-01,0.25428
2033-05-01,0.26001
2033-06-01,0.2656
2033-07-01,0.27131
2033-08-01,0.27727
2033-09-01,0.28311
2033-10-01,0.28895
2033-11-01,0.29465
2033-12-01,0.30077
2034-01-01,0.30668
2034-02-01,0.31277
2034-03-01,0.3188
2034-04-01,0.3252
2034-05-01,0.33132
2034-06-01,0.3377
2034-07-01,0.34419
2034-08-01,0.35024
2034-09-01,0.35618
2034-10-01,0.36207
2034-11-01,0.36858
2034-12-01,0.37523
2035-01-01,0.38128
2035-02-01,0.38769
2035-03-01,0.39388
2035-04-01,0.40007
2035-05-01,0.40695
2035-06-01,0.41408
2035-07-01,0.42051
2035-08-01,0.42708
2035-09-01,0.43393
2035-10-01,0.44066
2035-11-01,0.44689
2035-12-01,0.45347
2036-01-01,0.45984
2036-02-01,0.46575
2036-03-01,0.47214
2036-04-01,0.4782
2036-05-01,0.48465
2036-06-01,0.4908
2036-07-01,0.49687
2036-08-01,0.50337
2036-09-01,0.50929
2036-10-01,0.51553
2036-11-01,0.52168
2036-12-01,0.52768
2037-01-01,0.53413
2037-02-01,0.54048
2037-03-01,0.54689
2037-04-01,0.55309
2037-05-01,0.55981
2037-06-01,0.56632
2037-07-01,0.57213
2037-08-01,0.57812
2037-09-01,0.58395
2037-10-01,0.59057
2037-11-01,0.59648
2037-12-01,0.60223
2038-01-01,0.60786
2038-02-01,0.614
2038-03-01,0.62014
2038-04-01,0.62601
2038-05-01,0.63162
2038-06-01,0.63713
2038-07-01,0.64292
2038-08-01,0.64819
2038-09-01,0.65367
2038-10-01,0.65912
2038-11-01,0.6641
2038-12-01,0.66974
2039-01-01,0.67491
2039-02-01,0.68004
2039-03-01,0.68501
2039-04-01,0.69036
2039-05-01,0.69553
2039-06-01,0.70069
2039-07-01,0.70516
2039-08-01,0.71012
2039-09-01,0.71495
2039-10-01,0.71972
2039-11-01,0.72455
2039-12-01,0.72952
2040-01-01,0.73442
2040-02-01,0.7389
2040-03-01,0.74357
2040-04-01,0.7481
2040-05-01,0.75266
2040-06-01,0.75686
2040-07-01,0.76107
2040-08-01,0.76574
2040-09-01,0.77039
2040-10-01,0.77472
2040-11-01,0.77894
2040-12-01,0.78296
2041-01-01,0.78677
2041-02-01,0.79072
2041-03-01,0.79478
2041-04-01,0.7984
2041-05-01,0.80196
2041-06-01,0.80586
2041-07-01,0.8093
2041-08-01,0.81292
2041-09-01,0.81639
2041-10-01,0.8203
2041-11-01,0.82397
2041-12-01,0.82696
2042-01-01,0.82971
2042-02-01,0.83332
2042-03-01,0.83684
2042-04-01,0.84003
2042-05-01,0.84287
2042-06-01,0.84628
2042-07-01,0.84948
2042-08-01,0.85274
2042-09-01,0.85556
2042-10-01,0.85857
2042-11-01,0.86143
2042-12-01,0.86396
2043-01-01,0.8671
2043-02-01,0.8699
2043-03-01,0.87242
2043-04-01,0.87536
2043-05-01,0.8779
2043-06-01,0.88044
2043-07-01,0.88292
2043-08-01,0.8854
2043-09-01,0.88785
2043-10-01,0.89024
2043-11-01,0.89254
2043-12-01,0.89461
2044-01-01,0.89693
2044-02-01,0.89923
2044-03-01,0.90131
2044-04-01,0.90336
2044-05-01,0.90531
2044-06-01,0.90729
2044-07-01,0.90915
2044-08-01,0.91095
2044-09-01,0.91314
2044-10-01,0.91504
2044-11-01,0.91682
2044-12-01,0.91866
2045-01-01,0.92043
2045-02-01,0.92211
2045-03-01,0.92381
2045-04-01,0.9256
2045-05-01,0.92741
2045-06-01,0.92906
2045-07-01,0.93073
2045-08-01,0.93237
2045-09-01,0.93408
2045-10-01,0.93555
2045-11-01,0.93711
2045-12-01,0.93863
2046-01-01,0.94028
2046-02-01,0.94155
2046-03-01,0.94302
2046-04-01,0.9443
2046-05-01,0.94549
2046-06-01,0.94677
2046-07-01,0.94816
2046-08-01,0.94946
2046-09-01,0.95068
2046-10-01,0.95179
2046-11-01,0.95273
2046-12-01,0.95384
2047-01-01,0.95473
2047-02-01,0.95572
2047-03-01,0.9568
2047-04-01,0.95762
2047-05-01,0.95851
2047-06-01,0.95958
2047-07-01,0.96033
2047-08-01,0.9612
2047-09-01,0.96207
2047-10-01,0.96313
2047-11-01,0.96413
2047-12-01,0.96505
2048-01-01,0.96587
2048-02-01,0.96669
2048-03-01,0.96736
2048-04-01,0.96815
2048-05-01,0.96907
2048-06-01,0.96971
2048-07-01,0.97041
2048-08-01,0.97128
2048-09-01,0.97202
2048-10-01,0.9728
2048-11-01,0.97346
2048-12-01,0.9741
2049-01-01,0.97474
2049-02-01,0.97532
2049-03-01,0.9759
2049-04-01,0.97643
2049-05-01,0.97705
2049-06-01,0.97764
2049-07-01,0.97831
2049-08-01,0.97871
2049-09-01,0.97914
2049-10-01,0.97964
2049-11-01,0.98031
2049-12-01,0.98075
2050-01-01,0.98131
2050-02-01,0.98182
2050-03-01,0.98223
2050-04-01,0.98271
2050-05-01,0.98325
2050-06-01,0.9836
2050-07-01,0.98406
2050-08-01,0.98444
2050-09-01,0.98481
2050-10-01,0.98519
2050-11-01,0.98558
2050-12-01,0.98596
2051-01-01,0.98629
2051-02-01,0.98678
2051-03-01,0.98706
2051-04-01,0.98732
2051-05-01,0.98766
2051-06-01,0.98796
2051-07-01,0.98833
2051-08-01,0.98859
2051-09-01,0.98891
2051-10-01,0.98918
2051-11-01,0.98945
2051-12-01,0.98968
2052-01-01,0.99
2052-02-01,0.99019
2052-03-01,0.99039
2052-04-01,0.99068
2052-05-01,0.99081
2052-06-01,0.99104
2052-07-01,0.99122
2052-08-01,0.99141
2052-09-01,0.99165
2052-10-01,0.99189
2052-11-01,0.99211
2052-12-01,0.99225
2053-01-01,0.99253
2053-02-01,0.99267
2053-03-01,0.99288
2053-04-01,0.99297
2053-05-01,0.99314
2053-06-01,0.99335
2053-07-01,0.99351
2053-08-01,0.99367
2053-09-01,0.99388
2053-10-01,0.99405
2053-11-01,0.99417
2053-12-01,0.99429
2054-01-01,0.99443
2054-02-01,0.99458
2054-03-01,0.99474
2054-04-01,0.99487
2054-05-01,0.99498
2054-06-01,0.99517
2054-07-01,0.99535
2054-08-01,0.99553
2054-09-01,0.99566
2054-10-01,0.99579
2054-11-01,0.9959
2054-12-01,0.99596
2055-01-01,0.9961
2055-02-01,0.9962
2055-03-01,0.99624
2055-04-01,0.99631
2055-05-01,0.99643
2055-06-01,0.99652
2055-07-01,0.99664
2055-08-01,0.99673
2055-09-01,0.9969
2055-10-01,0.99701
2055-11-01,0.99711
2055-12-01,0.99716
2056-01-01,0.99727
2056-02-01,0.99742
2056-03-01,0.99747
2056-04-01,0.99752
2056-05-01,0.99757
2056-06-01,0.99767
2056-07-01,0.99774
2056-08-01,0.99781
2056-09-01,0.99788
2056-10-01,0.99799
2056-11-01,0.99807
2056-12-01,0.99809
2057-01-01,0.99819
2057-02-01,0.99823
2057-03-01,0.99824
2057-04-01,0.99828
2057-05-01,0.99832
2057-06-01,0.99838
2057-07-01,0.99849
2057-08-01,0.99851
2057-09-01,0.99857
2057-10-01,0.99861
2057-11-01,0.99863
2057-12-01,0.99866
2058-01-01,0.99867
2058-02-01,0.99868
2058-03-01,0.99873
2058-04-01,0.99877
2058-05-01,0.99879
2058-06-01,0.99884
2058-07-01,0.99888
2058-08-01,0.99892
2058-09-01,0.99894
2058-10-01,0.99896
2058-11-01,0.999
2058-12-01,0.99903
2059-01-01,0.99904
2059-02-01,0.99907
2059-03-01,0.99912
2059-04-01,0.99913
2059-05-01,0.99913
2059-06-01,0.99914
2059-07-01,0.99916
2059-08-01,0.99918
2059-09-01,0.9992
2059-10-01,0.99922
2059-11-01,0.99923
2059-12-01,0.99923
2060-01-01,0.99924
2060-02-01,0.99924
2060-03-01,0.99926
2060-04-01,0.99927
2060-05-01,0.99927
2060-06-01,0.99928
2060-07-01,0.99929
2060-08-01,0.99932
2060-09-01,0.99934
2060-10-01,0.99934
2060-11-01,0.99936
2060-12-01,0.99937
2061-01-01,0.99941
2061-02-01,0.99943
2061-03-01,0.99945
2061-04-01,0.99946
2061-05-01,0.9995
2061-06-01,0.99951
2061-07-01,0.99952
2061-08-01,0.99954
2061-09-01,0.99955
2061-10-01,0.99956
2061-11-01,0.99957
2061-12-01,0.99959
2062-01-01,0.99961
2062-02-01,0.99961
2062-03-01,0.99963
2062-04-01,0.99964
2062-05-01,0.99965
2062-06-01,0.99966
2062-07-01,0.99968
2062-08-01,0.9997
2062-09-01,0.9997
2062-10-01,0.99971
2062-11-01,0.99971
2062-12-01,0.99971
2063-01-01,0.99972
2063-02-01,0.99974
2063-03-01,0.99975
2063-04-01,0.99975
2063-05-01,0.99976
2063-06-01,0.99976
2063-07-01,0.99977
2063-08-01,0.99977
2063-09-01,0.99977
2063-10-01,0.99978
2063-11-01,0.99979
2063-12-01,0.99979
2064-01-01,0.9998
2064-02-01,0.9998
2064-03-01,0.9998
2064-04-01,0.9998
2064-05-01,0.9998
2064-06-01,0.9998
2064-07-01,0.99982
2064-08-01,0.99984
2064-09-01,0.99984
2064-10-01,0.99984
2064-11-01,0.99985
2064-12-01,0.99987
2065-01-01,0.99987
2065-02-01,0.99987
2065-03-01,0.99987
2065-04-01,0.99988
2065-05-01,0.99988
2065-06-01,0.99988
2065-07-01,0.99988
2065-08-01,0.99989
2065-09-01,0.99989
2065-10-01,0.99989
2065-11-01,0.99989
2065-12-01,0.9999
2066-01-01,0.9999
2066-02-01,0.9999
2066-03-01,0.9999
2066-04-01,0.9999
2066-05-01,0.9999
2066-06-01,0.9999
2066-07-01,0.9999
2066-08-01,0.9999
2066-09-01,0.9999
2066-10-01,0.9999
2066-11-01,0.9999
2066-12-01,0.9999
2067-01-01,0.9999
2067-02-01,0.9999
2067-03-01,0.9999
2067-04-01,0.9999
2067-05-01,0.9999
2067-06-01,0.9999
2067-07-01,0.9999
2067-08-01,0.9999
2067-09-01,0.99991
2067-10-01,0.99991
2067-11-01,0.99991
2067-12-01,0.99991
2068-01-01,0.99991
2068-02-01,0.99992
2068-03-01,0.99994
2068-04-01,0.99994
2068-05-01,0.99994
2068-06-01,0.99994
2068-07-01,0.99994
2068-08-01,0.99994
2068-09-01,0.99994
2068-10-01,0.99994
2068-11-01,0.99994
2068-12-01,0.99994
2069-01-01,0.99994
2069-02-01,0.99995
2069-03-01,0.99996
2069-04-01,0.99996
2069-05-01,0.99997
2069-06-01,0.99997
2069-07-01,0.99997
2069-08-01,0.99997
2069-09-01,0.99998
2069-10-01,0.99998
2069-11-01,0.99998
2069-12-01,0.99998
2070-01-01,0.99998
2070-02-01,0.99998
2070-03-01,0.99998
2070-04-01,0.99998
2070-05-01,0.99998
2070-06-01,0.99998
2070-07-01,0.99998
2070-08-01,0.99998
2070-09-01,0.99998
2070-10-01,0.99998
2070-11-01,0.99998
2070-12-01,0.99998
2071-01-01,0.99998
2071-02-01,0.99998
2071-03-01,0.99998
2071-04-01,0.99998
2071-05-01,0.99998
2071-06-01,0.99998
2071-07-01,0.99998
2071-08-01,0.99998
2071-09-01,0.99998
2071-10-01,0.99998
2071-11-01,0.99998
2071-12-01,0.99998
2072-01-01,0.99998
2072-02-01,0.99998
2072-03-01,0.99998
2072-04-01,0.99998
2072-05-01,0.99998
2072-06-01,0.99998
2072-07-01,0.99998
2072-08-01,0.99998
2072-09-01,0.99998
2072-10-01,0.99998
2072-11-01,0.99998
2072-12-01,0.99998
2073-01-01,0.99998
2073-02-01,0.99998
2073-03-01,0.99998
2073-04-01,0.99998
2073-05-01,0.99998
2073-06-01,0.99998
2073-07-01,0.99998
2073-08-01,0.99998
2073-09-01,0.99998
2073-10-01,0.99998
2073-11-01,0.99998
2073-12-01,0.99998
2074-01-01,0.99998
2074-02-01,0.99998
2074-03-01,0.99998
2074-04-01,0.99998
2074-05-01,0.99998
2074-06-01,0.99999
2074-07-01,0.99999
2074-08-01,0.99999
2074-09-01,0.99999
2074-10-01,0.99999
2074-11-01,0.99999
2074-12-01,0.99999
2075-01-01,0.99999
2075-02-01,0.99999
2075-03-01,0.99999
2075-04-01,0.99999
2075-05-01,0.99999
2075-06-01,0.99999
2075-07-01,0.99999
2075-08-01,0.99999
2075-09-01,0.99999
2075-10-01,0.99999
2075-11-01,0.99999
2075-12-01,0.99999
2076-01-01,0.99999
2076-02-01,0.99999
2076-03-01,0.99999
2076-04-01,0.99999
2076-05-01,0.99999
2076-06-01,0.99999
2076-07-01,0.99999
2076-08-01,0.99999
2076-09-01,0.99999
2076-10-01,0.99999
2076-11-01,0.99999
2076-12-01,0.99999
2077-01-01,0.99999
2077-02-01,0.99999
2077-03-01,0.99999
2077-04-01,0.99999
2077-05-01,0.99999
2077-06-01,0.99999
2077-07-01,0.99999
2077-08-01,0.99999
2077-09-01,0.99999
2077-10-01,0.99999
2077-11-01,0.99999
2077-12-01,0.99999
2078-01-01,0.99999
2078-02-01,0.99999
2078-03-01,0.99999
2078-04-01,0.99999
2078-05-01,0.99999
2078-06-01,0.99999
2078-07-01,0.99999
2078-08-01,0.99999
2078-09-01,0.99999
2078-10-01,0.99999
2078-11-01,0.99999
2078-12-01,1.0
2079-01-01,1.0
2079-02-01,1.0
2079-03-01,1.0
2079-04-01,1.0
2079-05-01,1.0
2079-06-01,1.0
2079-07-01,1.0
2079-08-01,1.0
2079-09-01,1.0
2079-10-01,1.0
2079-11-01,1.0
2079-12-01,1.0
2080-01-01,1.0
2080-02-01,1.0
2080-03-01,1.0
2080-04-01,1.0
2080-05-01,1.0
2080-06-01,1.0
2080-07-01,1.0
2080-08-01,1.0
2080-09-01,1.0
2080-10-01,1.0
2080-11-01,1.0
2080-12-01,1.0
2081-01-01,1.0
2081-02-01,1.0
2081-03-01,1.0
2081-04-01,1.0
2081-05-01,1.0
2081-06-01,1.0
2081-07-01,1.0
2081-08-01,1.0
2081-09-01,1.0
2081-10-01,1.0
2081-11-01,1.0
2081-12-01,1.0
2082-01-01,1.0
2082-02-01,1.0
2082-03-01,1.0
2082-04-01,1.0
2082-05-01,1.0
2082-06-01,1.0
2082-07-01,1.0
2082-08-01,1.0
2082-09-01,1.0
2082-10-01,1.0
2082-11-01,1.0
2082-12-01,1.0
2083-01-01,1.0
2083-02-01,1.0
2083-03-01,1.0
2083-04-01,1.0
2083-05-01,1.0
2083-06-01,1.0
2083-07-01,1.0
2083-08-01,1.0
2083-09-01,1.0
2083-10-01,1.0
2083-11-01,1.0
2083-12-01,1.0
2084-01-01,1.0
2084-02-01,1.0
2084-03-01,1.0
2084-04-01,1.0
2084-05-01,1.0
2084-06-01,1.0
2084-07-01,1.0
2084-08-01,1.0
2084-09-01,1.0
2084-10-01,1.0
2084-11-01,1.0
2084-12-01,1.0
2085-01-01,1.0
2085-02-01,1.0
2085-03-01,1.0
2085-04-01,1.0
2085-05-01,1.0
2085-06-01,1.0
2085-07-01,1.0
2085-08-01,1.0
2085-09-01,1.0
2085-10-01,1.0
2085-11-01,1.0
2085-12-01,1.0
2086-01-01,1.0
2086-02-01,1.0
2086-03-01,1.0
2086-04-01,1.0
2086-05-01,1.0
2086-06-01,1.0
2086-07-01,1.0
2086-08-01,1.0
2086-09-01,1.0
2086-10-01,1.0
2086-11-01,1.0
2086-12-01,1.0
2087-01-01,1.0
2087-02-01,1.0
2087-03-01,1.0
2087-04-01,1.0
2087-05-01,1.0
2087-06-01,1.0
2087-07-01,1.0
2087-08-01,1.0
2087-09-01,1.0
2087-10-01,1.0
2087-11-01,1.0
2087-12-01,1.0
2088-01-01,1.0
2088-02-01,1.0
2088-03-01,1.0
2088-04-01,1.0
2088-05-01,1.0
2088-06-01,1.0
2088-07-01,1.0
2088-08-01,1.0
2088-09-01,1.0
2088-10-01,1.0
2088-11-01,1.0
2088-12-01,1.0
2089-01-01,1.0
2089-02-01,1.0
2089-03-01,1.0
2089-04-01,1.0
2089-05-01,1.0
2089-06-01,1.0
2089-07-01,1.0
2089-08-01,1.0
2089-09-01,1.0
2089-10-01,1.0
2089-11-01,1.0
2089-12-01,1.0
2090-01-01,1.0
2090-02-01,1.0
