Date (month),1.5°C Threshold
2007-09-01,0.0
2007-10-01,0.0
2007-11-01,0.0
2007-12-01,0.0
2008-01-01,0.0
2008-02-01,0.0
2008-03-01,0.0
2008-04-01,0.0
2008-05-01,0.0
2008-06-01,0.0
2008-07-01,0.0
2008-08-01,0.0
2008-09-01,0.0
2008-10-01,0.0
2008-11-01,0.0
2008-12-01,0.0
2009-01-01,0.0
2009-02-01,0.0
2009-03-01,0.0
2009-04-01,0.0
2009-05-01,0.0
2009-06-01,0.0
2009-07-01,0.0
2009-08-01,0.0
2009-09-01,0.0
2009-10-01,0.0
2009-11-01,0.0
2009-12-01,0.0
2010-01-01,0.0
2010-02-01,0.0
2010-03-01,0.0
2010-04-01,0.0
2010-05-01,0.0
2010-06-01,0.0
2010-07-01,0.0
2010-08-01,0.0
2010-09-01,0.0
2010-10-01,0.0
2010-11-01,0.0
2010-12-01,0.0
2011-01-01,0.0
2011-02-01,0.0
2011-03-01,0.0
2011-04-01,0.0
2011-05-01,0.0
2011-06-01,0.0
2011-07-01,0.0
2011-08-01,0.0
2011-09-01,0.0
2011-10-01,0.0
2011-11-01,0.0
2011-12-01,0.0
2012-01-01,0.0
2012-02-01,0.0
2012-03-01,0.0
2012-04-01,0.0
2012-05-01,0.0
2012-06-01,0.0
2012-07-01,0.0
2012-08-01,0.0
2012-09-01,0.0
2012-10-01,0.0
2012-11-01,0.0
2012-12-01,0.0
2013-01-01,0.0
2013-02-01,0.0
2013-03-01,0.0
2013-04-01,0.0
2013-05-01,0.0
2013-06-01,0.0
2013-07-01,0.0
2013-08-01,0.0
2013-09-01,0.0
2013-10-01,0.0
2013-11-01,0.0
2013-12-01,0.0
2014-01-01,0.0
2014-02-01,0.0
2014-03-01,0.0
2014-04-01,0.0
2014-05-01,0.0
2014-06-01,0.0
2014-07-01,0.0
2014-08-01,0.0
2014-09-01,0.0
2014-10-01,0.0
2014-11-01,0.0
2014-12-01,0.0
2015-01-01,0.0
2015-02-01,0.0
2015-03-01,0.0
2015-04-01,0.0
2015-05-01,0.0
2015-06-01,0.0
2015-07-01,0.0
2015-08-01,0.0
2015-09-01,0.0
2015-10-01,0.0
2015-11-01,0.0
2015-12-01,0.0
2016-01-01,0.0
2016-02-01,0.0
2016-03-01,0.0
2016-04-01,0.0
2016-05-01,0.0
2016-06-01,0.0
2016-07-01,0.0
2016-08-01,0.0
2016-09-01,0.0
2016-10-01,0.0
2016-11-01,0.0
2016-12-01,0.0
2017-01-01,0.0
2017-02-01,0.0
2017-03-01,0.0
2017-04-01,0.0
2017-05-01,0.0
2017-06-01,0.0
2017-07-01,0.0
2017-08-01,0.0
2017-09-01,0.0
2017-10-01,0.0
2017-11-01,0.0
2017-12-01,0.0
2018-01-01,0.0
2018-02-01,0.0
2018-03-01,0.0
2018-04-01,0.0
2018-05-01,0.0
2018-06-01,0.0
2018-07-01,0.0
2018-08-01,0.0
2018-09-01,0.0
2018-10-01,0.0
2018-11-01,0.0
2018-12-01,0.0
2019-01-01,0.0
2019-02-01,0.0
2019-03-01,0.0
2019-04-01,0.0
2019-05-01,0.0
2019-06-01,0.0
2019-07-01,0.0
2019-08-01,0.0
2019-09-01,0.0
2019-10-01,0.0
2019-11-01,0.0
2019-12-01,0.0
2020-01-01,0.0
2020-02-01,0.0
2020-03-01,0.0
2020-04-01,0.0
2020-05-01,0.0
2020-06-01,0.0
2020-07-01,0.0
2020-08-01,0.0
2020-09-01,0.0
2020-10-01,0.0
2020-11-01,0.0
2020-12-01,0.0
2021-01-01,0.0
2021-02-01,0.0
2021-03-01,0.0
2021-04-01,0.0
2021-05-01,0.0
2021-06-01,0.0
2021-07-01,0.0
2021-08-01,0.0
2021-09-01,0.0
2021-10-01,0.0
2021-11-01,0.0
2021-12-01,0.0
2022-01-01,0.0
2022-02-01,0.0
2022-03-01,0.0
2022-04-01,0.0
2022-05-01,0.0
2022-06-01,0.0
2022-07-01,0.0
2022-08-01,0.0
2022-09-01,0.0
2022-10-01,0.0
2022-11-01,0.0
2022-12-01,0.0
2023-01-01,2.0e-5
2023-02-01,2.0e-5
2023-03-01,2.0e-5
2023-04-01,3.0e-5
2023-05-01,5.0e-5
2023-06-01,5.0e-5
2023-07-01,5.0e-5
2023-08-01,6.0e-5
2023-09-01,7.0e-5
2023-10-01,0.00011
2023-11-01,0.00012
2023-12-01,0.00014
2024-01-01,0.00019
2024-02-01,0.00022
2024-03-01,0.00025
2024-04-01,0.0003
2024-05-01,0.00032
2024-06-01,0.00035
2024-07-01,0.00042
2024-08-01,0.00047
2024-09-01,0.00051
2024-10-01,0.00053
2024-11-01,0.00063
2024-12-01,0.00068
2025-01-01,0.00074
2025-02-01,0.00079
2025-03-01,0.00087
2025-04-01,0.00099
2025-05-01,0.00112
2025-06-01,0.00125
2025-07-01,0.00131
2025-08-01,0.00149
2025-09-01,0.00166
2025-10-01,0.00181
2025-11-01,0.0019
2025-12-01,0.00202
2026-01-01,0.00216
2026-02-01,0.0022
2026-03-01,0.00233
2026-04-01,0.00244
2026-05-01,0.00259
2026-06-01,0.00275
2026-07-01,0.00294
2026-08-01,0.00316
2026-09-01,0.00333
2026-10-01,0.00355
2026-11-01,0.00373
2026-12-01,0.00397
2027-01-01,0.00428
2027-02-01,0.00461
2027-03-01,0.00492
2027-04-01,0.00523
2027-05-01,0.00559
2027-06-01,0.00597
2027-07-01,0.00628
2027-08-01,0.0066
2027-09-01,0.00692
2027-10-01,0.00733
2027-11-01,0.00776
2027-12-01,0.00815
2028-01-01,0.00851
2028-02-01,0.00891
2028-03-01,0.00939
2028-04-01,0.0099
2028-05-01,0.01052
2028-06-01,0.01105
2028-07-01,0.01182
2028-08-01,0.01244
2028-09-01,0.01301
2028-10-01,0.01352
2028-11-01,0.01418
2028-12-01,0.01507
2029-01-01,0.01568
2029-02-01,0.01636
2029-03-01,0.01709
2029-04-01,0.01785
2029-05-01,0.01866
2029-06-01,0.01955
2029-07-01,0.02043
2029-08-01,0.02141
2029-09-01,0.02238
2029-10-01,0.02326
2029-11-01,0.02448
2029-12-01,0.0256
2030-01-01,0.02711
2030-02-01,0.02818
2030-03-01,0.0294
2030-04-01,0.0306
2030-05-01,0.03182
2030-06-01,0.0334
2030-07-01,0.03494
2030-08-01,0.03665
2030-09-01,0.03821
2030-10-01,0.03971
2030-11-01,0.04148
2030-12-01,0.04339
2031-01-01,0.04531
2031-02-01,0.047
2031-03-01,0.04881
2031-04-01,0.05055
2031-05-01,0.05268
2031-06-01,0.05472
2031-07-01,0.05651
2031-08-01,0.05864
2031-09-01,0.06101
2031-10-01,0.06327
2031-11-01,0.06559
2031-12-01,0.06782
2032-01-01,0.07053
2032-02-01,0.0728
2032-03-01,0.07514
2032-04-01,0.07791
2032-05-01,0.08063
2032-06-01,0.08315
2032-07-01,0.08589
2032-08-01,0.08895
2032-09-01,0.09192
2032-10-01,0.09503
2032-11-01,0.09798
2032-12-01,0.10134
2033-01-01,0.1045
2033-02-01,0.10749
2033-03-01,0.111
2033-04-01,0.1144
2033-05-01,0.11795
2033-06-01,0.1216
2033-07-01,0.12507
2033-08-01,0.12886
2033-09-01,0.13288
2033-10-01,0.13648
2033-11-01,0.14069
2033-12-01,0.14491
2034-01-01,0.149
2034-02-01,0.15296
2034-03-01,0.15715
2034-04-01,0.16158
2034-05-01,0.16569
2034-06-01,0.17001
2034-07-01,0.17445
2034-08-01,0.17906
2034-09-01,0.18327
2034-10-01,0.18821
2034-11-01,0.19292
2034-12-01,0.19799
2035-01-01,0.2027
2035-02-01,0.20777
2035-03-01,0.2127
2035-04-01,0.2178
2035-05-01,0.22321
2035-06-01,0.22805
2035-07-01,0.2332
2035-08-01,0.2383
2035-09-01,0.24339
2035-10-01,0.24876
2035-11-01,0.25396
2035-12-01,0.25911
2036-01-01,0.26481
2036-02-01,0.27059
2036-03-01,0.27587
2036-04-01,0.28157
2036-05-01,0.28734
2036-06-01,0.29275
2036-07-01,0.29845
2036-08-01,0.30438
2036-09-01,0.3101
2036-10-01,0.31601
2036-11-01,0.32175
2036-12-01,0.32751
2037-01-01,0.33354
2037-02-01,0.33945
2037-03-01,0.34552
2037-04-01,0.35159
2037-05-01,0.35749
2037-06-01,0.36315
2037-07-01,0.36895
2037-08-01,0.3751
2037-09-01,0.38092
2037-10-01,0.38698
2037-11-01,0.39385
2037-12-01,0.39998
2038-01-01,0.40635
2038-02-01,0.41252
2038-03-01,0.41871
2038-04-01,0.42472
2038-05-01,0.43089
2038-06-01,0.43663
2038-07-01,0.44257
2038-08-01,0.44884
2038-09-01,0.45511
2038-10-01,0.46123
2038-11-01,0.46733
2038-12-01,0.47335
2039-01-01,0.47956
2039-02-01,0.48556
2039-03-01,0.49151
2039-04-01,0.49752
2039-05-01,0.50357
2039-06-01,0.50972
2039-07-01,0.51581
2039-08-01,0.52185
2039-09-01,0.5282
2039-10-01,0.53412
2039-11-01,0.54006
2039-12-01,0.54607
2040-01-01,0.55189
2040-02-01,0.55754
2040-03-01,0.56378
2040-04-01,0.56997
2040-05-01,0.57552
2040-06-01,0.58122
2040-07-01,0.58667
2040-08-01,0.59243
2040-09-01,0.5979
2040-10-01,0.60328
2040-11-01,0.6091
2040-12-01,0.61512
2041-01-01,0.62102
2041-02-01,0.62612
2041-03-01,0.63144
2041-04-01,0.63686
2041-05-01,0.64188
2041-06-01,0.64758
2041-07-01,0.65283
2041-08-01,0.65816
2041-09-01,0.66317
2041-10-01,0.66823
2041-11-01,0.67325
2041-12-01,0.67784
2042-01-01,0.68263
2042-02-01,0.68744
2042-03-01,0.69252
2042-04-01,0.69756
2042-05-01,0.70221
2042-06-01,0.70727
2042-07-01,0.71244
2042-08-01,0.71741
2042-09-01,0.72206
2042-10-01,0.72649
2042-11-01,0.73077
2042-12-01,0.73517
2043-01-01,0.73937
2043-02-01,0.7441
2043-03-01,0.74872
2043-04-01,0.75297
2043-05-01,0.75732
2043-06-01,0.76153
2043-07-01,0.76559
2043-08-01,0.76965
2043-09-01,0.77356
2043-10-01,0.77773
2043-11-01,0.78186
2043-12-01,0.78555
2044-01-01,0.78943
2044-02-01,0.79313
2044-03-01,0.79701
2044-04-01,0.80097
2044-05-01,0.80436
2044-06-01,0.80799
2044-07-01,0.81145
2044-08-01,0.81496
2044-09-01,0.81854
2044-10-01,0.82209
2044-11-01,0.82548
2044-12-01,0.82907
2045-01-01,0.83233
2045-02-01,0.8358
2045-03-01,0.83859
2045-04-01,0.84184
2045-05-01,0.84488
2045-06-01,0.8478
2045-07-01,0.85099
2045-08-01,0.85371
2045-09-01,0.85662
2045-10-01,0.85926
2045-11-01,0.86187
2045-12-01,0.86454
2046-01-01,0.86747
2046-02-01,0.86981
2046-03-01,0.87219
2046-04-01,0.8746
2046-05-01,0.87691
2046-06-01,0.87927
2046-07-01,0.88181
2046-08-01,0.8842
2046-09-01,0.88655
2046-10-01,0.88876
2046-11-01,0.89102
2046-12-01,0.89329
2047-01-01,0.89588
2047-02-01,0.89806
2047-03-01,0.90027
2047-04-01,0.90249
2047-05-01,0.9042
2047-06-01,0.90629
2047-07-01,0.90818
2047-08-01,0.90986
2047-09-01,0.91192
2047-10-01,0.91373
2047-11-01,0.91544
2047-12-01,0.91718
2048-01-01,0.91903
2048-02-01,0.92071
2048-03-01,0.92252
2048-04-01,0.9242
2048-05-01,0.92587
2048-06-01,0.92769
2048-07-01,0.92927
2048-08-01,0.93101
2048-09-01,0.93248
2048-10-01,0.9341
2048-11-01,0.93546
2048-12-01,0.93691
2049-01-01,0.93851
2049-02-01,0.93981
2049-03-01,0.94106
2049-04-01,0.94242
2049-05-01,0.94366
2049-06-01,0.94495
2049-07-01,0.94622
2049-08-01,0.94734
2049-09-01,0.94861
2049-10-01,0.94967
2049-11-01,0.95083
2049-12-01,0.95194
2050-01-01,0.95287
2050-02-01,0.95389
2050-03-01,0.955
2050-04-01,0.95587
2050-05-01,0.95678
2050-06-01,0.95776
2050-07-01,0.95861
2050-08-01,0.95936
2050-09-01,0.96014
2050-10-01,0.96128
2050-11-01,0.96206
2050-12-01,0.96285
2051-01-01,0.96379
2051-02-01,0.96459
2051-03-01,0.96547
2051-04-01,0.96612
2051-05-01,0.96693
2051-06-01,0.96763
2051-07-01,0.96823
2051-08-01,0.96895
2051-09-01,0.96975
2051-10-01,0.97027
2051-11-01,0.97098
2051-12-01,0.97162
2052-01-01,0.97242
2052-02-01,0.97294
2052-03-01,0.97364
2052-04-01,0.97424
2052-05-01,0.97487
2052-06-01,0.9755
2052-07-01,0.97619
2052-08-01,0.97667
2052-09-01,0.97716
2052-10-01,0.97767
2052-11-01,0.97821
2052-12-01,0.97874
2053-01-01,0.9793
2053-02-01,0.97982
2053-03-01,0.98036
2053-04-01,0.9808
2053-05-01,0.98123
2053-06-01,0.98168
2053-07-01,0.98216
2053-08-01,0.98266
2053-09-01,0.98311
2053-10-01,0.98358
2053-11-01,0.98396
2053-12-01,0.98432
2054-01-01,0.98472
2054-02-01,0.98505
2054-03-01,0.98546
2054-04-01,0.98578
2054-05-01,0.98608
2054-06-01,0.98633
2054-07-01,0.98672
2054-08-01,0.9871
2054-09-01,0.98742
2054-10-01,0.98771
2054-11-01,0.98809
2054-12-01,0.98846
2055-01-01,0.9887
2055-02-01,0.98898
2055-03-01,0.98925
2055-04-01,0.98951
2055-05-01,0.98981
2055-06-01,0.99004
2055-07-01,0.99025
2055-08-01,0.99049
2055-09-01,0.99072
2055-10-01,0.991
2055-11-01,0.99132
2055-12-01,0.99155
2056-01-01,0.99174
2056-02-01,0.99185
2056-03-01,0.99211
2056-04-01,0.99228
2056-05-01,0.99246
2056-06-01,0.99267
2056-07-01,0.99286
2056-08-01,0.99298
2056-09-01,0.99311
2056-10-01,0.99326
2056-11-01,0.99343
2056-12-01,0.99364
2057-01-01,0.99377
2057-02-01,0.9939
2057-03-01,0.99407
2057-04-01,0.99428
2057-05-01,0.99448
2057-06-01,0.99458
2057-07-01,0.99474
2057-08-01,0.99484
2057-09-01,0.99492
2057-10-01,0.99509
2057-11-01,0.99526
2057-12-01,0.99544
2058-01-01,0.99558
2058-02-01,0.9957
2058-03-01,0.99582
2058-04-01,0.99594
2058-05-01,0.9961
2058-06-01,0.99622
2058-07-01,0.99629
2058-08-01,0.99642
2058-09-01,0.99647
2058-10-01,0.99654
2058-11-01,0.99664
2058-12-01,0.9967
2059-01-01,0.99683
2059-02-01,0.99692
2059-03-01,0.99695
2059-04-01,0.99701
2059-05-01,0.99713
2059-06-01,0.99717
2059-07-01,0.99726
2059-08-01,0.99731
2059-09-01,0.99736
2059-10-01,0.99743
2059-11-01,0.9975
2059-12-01,0.99756
2060-01-01,0.99761
2060-02-01,0.99766
2060-03-01,0.99772
2060-04-01,0.99776
2060-05-01,0.99779
2060-06-01,0.99787
2060-07-01,0.99797
2060-08-01,0.99802
2060-09-01,0.99805
2060-10-01,0.99809
2060-11-01,0.99813
2060-12-01,0.99818
2061-01-01,0.99822
2061-02-01,0.99831
2061-03-01,0.99834
2061-04-01,0.9984
2061-05-01,0.99844
2061-06-01,0.99848
2061-07-01,0.9985
2061-08-01,0.99855
2061-09-01,0.99858
2061-10-01,0.9986
2061-11-01,0.99864
2061-12-01,0.99868
2062-01-01,0.99871
2062-02-01,0.99876
2062-03-01,0.99879
2062-04-01,0.99881
2062-05-01,0.99886
2062-06-01,0.99895
2062-07-01,0.99899
2062-08-01,0.99901
2062-09-01,0.99903
2062-10-01,0.99906
2062-11-01,0.99911
2062-12-01,0.99913
2063-01-01,0.9992
2063-02-01,0.9992
2063-03-01,0.99922
2063-04-01,0.99924
2063-05-01,0.99928
2063-06-01,0.99931
2063-07-01,0.99931
2063-08-01,0.99933
2063-09-01,0.99939
2063-10-01,0.99941
2063-11-01,0.99943
2063-12-01,0.99943
2064-01-01,0.99944
2064-02-01,0.99947
2064-03-01,0.99949
2064-04-01,0.99949
2064-05-01,0.9995
2064-06-01,0.99951
2064-07-01,0.99953
2064-08-01,0.99953
2064-09-01,0.99956
2064-10-01,0.99957
2064-11-01,0.99959
2064-12-01,0.99962
2065-01-01,0.99964
2065-02-01,0.99965
2065-03-01,0.99965
2065-04-01,0.99965
2065-05-01,0.99965
2065-06-01,0.99965
2065-07-01,0.99965
2065-08-01,0.99965
2065-09-01,0.99967
2065-10-01,0.99968
2065-11-01,0.99969
2065-12-01,0.99969
2066-01-01,0.9997
2066-02-01,0.99971
2066-03-01,0.99971
2066-04-01,0.99971
2066-05-01,0.99971
2066-06-01,0.99971
2066-07-01,0.99972
2066-08-01,0.99972
2066-09-01,0.99972
2066-10-01,0.99973
2066-11-01,0.99973
2066-12-01,0.99973
2067-01-01,0.99973
2067-02-01,0.99974
2067-03-01,0.99975
2067-04-01,0.99978
2067-05-01,0.99979
2067-06-01,0.99979
2067-07-01,0.99979
2067-08-01,0.99979
2067-09-01,0.99979
2067-10-01,0.9998
2067-11-01,0.9998
2067-12-01,0.9998
2068-01-01,0.9998
2068-02-01,0.99981
2068-03-01,0.99981
2068-04-01,0.99981
2068-05-01,0.99981
2068-06-01,0.99981
2068-07-01,0.99981
2068-08-01,0.99981
2068-09-01,0.99982
2068-10-01,0.99982
2068-11-01,0.99982
2068-12-01,0.99983
2069-01-01,0.99983
2069-02-01,0.99983
2069-03-01,0.99983
2069-04-01,0.99984
2069-05-01,0.99984
2069-06-01,0.99984
2069-07-01,0.99984
2069-08-01,0.99984
2069-09-01,0.99984
2069-10-01,0.99984
2069-11-01,0.99984
2069-12-01,0.99987
2070-01-01,0.99987
2070-02-01,0.99987
2070-03-01,0.99987
2070-04-01,0.99988
2070-05-01,0.99988
2070-06-01,0.99988
2070-07-01,0.99988
2070-08-01,0.99989
2070-09-01,0.99989
2070-10-01,0.9999
2070-11-01,0.9999
2070-12-01,0.9999
2071-01-01,0.9999
2071-02-01,0.99991
2071-03-01,0.99991
2071-04-01,0.99991
2071-05-01,0.99991
2071-06-01,0.99991
2071-07-01,0.99991
2071-08-01,0.99991
2071-09-01,0.99991
2071-10-01,0.99991
2071-11-01,0.99991
2071-12-01,0.99991
2072-01-01,0.99991
2072-02-01,0.99991
2072-03-01,0.99991
2072-04-01,0.99991
2072-05-01,0.99991
2072-06-01,0.99992
2072-07-01,0.99992
2072-08-01,0.99993
2072-09-01,0.99993
2072-10-01,0.99993
2072-11-01,0.99993
2072-12-01,0.99993
2073-01-01,0.99993
2073-02-01,0.99993
2073-03-01,0.99993
2073-04-01,0.99994
2073-05-01,0.99994
2073-06-01,0.99994
2073-07-01,0.99994
2073-08-01,0.99994
2073-09-01,0.99994
2073-10-01,0.99994
2073-11-01,0.99994
2073-12-01,0.99994
2074-01-01,0.99994
2074-02-01,0.99994
2074-03-01,0.99994
2074-04-01,0.99994
2074-05-01,0.99994
2074-06-01,0.99994
2074-07-01,0.99994
2074-08-01,0.99994
2074-09-01,0.99994
2074-10-01,0.99995
2074-11-01,0.99995
2074-12-01,0.99995
2075-01-01,0.99996
2075-02-01,0.99996
2075-03-01,0.99997
2075-04-01,0.99997
2075-05-01,0.99997
2075-06-01,0.99997
2075-07-01,0.99997
2075-08-01,0.99997
2075-09-01,0.99997
2075-10-01,0.99998
2075-11-01,0.99998
2075-12-01,0.99998
2076-01-01,0.99998
2076-02-01,0.99998
2076-03-01,0.99998
2076-04-01,0.99998
2076-05-01,0.99998
2076-06-01,0.99998
2076-07-01,0.99998
2076-08-01,0.99998
2076-09-01,0.99998
2076-10-01,0.99998
2076-11-01,0.99999
2076-12-01,0.99999
2077-01-01,0.99999
2077-02-01,0.99999
2077-03-01,0.99999
2077-04-01,0.99999
2077-05-01,0.99999
2077-06-01,0.99999
2077-07-01,0.99999
2077-08-01,0.99999
2077-09-01,0.99999
2077-10-01,0.99999
2077-11-01,0.99999
2077-12-01,0.99999
2078-01-01,0.99999
2078-02-01,0.99999
2078-03-01,0.99999
2078-04-01,0.99999
2078-05-01,0.99999
2078-06-01,0.99999
2078-07-01,0.99999
2078-08-01,0.99999
2078-09-01,0.99999
2078-10-01,0.99999
2078-11-01,0.99999
2078-12-01,0.99999
2079-01-01,0.99999
2079-02-01,0.99999
2079-03-01,0.99999
2079-04-01,0.99999
2079-05-01,0.99999
2079-06-01,0.99999
2079-07-01,0.99999
2079-08-01,0.99999
2079-09-01,0.99999
2079-10-01,0.99999
2079-11-01,0.99999
2079-12-01,0.99999
2080-01-01,0.99999
2080-02-01,0.99999
2080-03-01,1.0
2080-04-01,1.0
2080-05-01,1.0
2080-06-01,1.0
2080-07-01,1.0
2080-08-01,1.0
2080-09-01,1.0
2080-10-01,1.0
2080-11-01,1.0
2080-12-01,1.0
2081-01-01,1.0
2081-02-01,1.0
2081-03-01,1.0
2081-04-01,1.0
2081-05-01,1.0
2081-06-01,1.0
2081-07-01,1.0
2081-08-01,1.0
2081-09-01,1.0
2081-10-01,1.0
2081-11-01,1.0
2081-12-01,1.0
2082-01-01,1.0
2082-02-01,1.0
2082-03-01,1.0
2082-04-01,1.0
2082-05-01,1.0
2082-06-01,1.0
2082-07-01,1.0
2082-08-01,1.0
2082-09-01,1.0
2082-10-01,1.0
2082-11-01,1.0
2082-12-01,1.0
2083-01-01,1.0
2083-02-01,1.0
2083-03-01,1.0
2083-04-01,1.0
2083-05-01,1.0
2083-06-01,1.0
2083-07-01,1.0
2083-08-01,1.0
2083-09-01,1.0
2083-10-01,1.0
2083-11-01,1.0
2083-12-01,1.0
2084-01-01,1.0
2084-02-01,1.0
2084-03-01,1.0
2084-04-01,1.0
2084-05-01,1.0
2084-06-01,1.0
2084-07-01,1.0
2084-08-01,1.0
2084-09-01,1.0
2084-10-01,1.0
2084-11-01,1.0
2084-12-01,1.0
2085-01-01,1.0
2085-02-01,1.0
2085-03-01,1.0
2085-04-01,1.0
2085-05-01,1.0
2085-06-01,1.0
2085-07-01,1.0
2085-08-01,1.0
2085-09-01,1.0
2085-10-01,1.0
2085-11-01,1.0
2085-12-01,1.0
2086-01-01,1.0
2086-02-01,1.0
2086-03-01,1.0
2086-04-01,1.0
2086-05-01,1.0
2086-06-01,1.0
2086-07-01,1.0
2086-08-01,1.0
2086-09-01,1.0
2086-10-01,1.0
2086-11-01,1.0
2086-12-01,1.0
2087-01-01,1.0
2087-02-01,1.0
2087-03-01,1.0
2087-04-01,1.0
2087-05-01,1.0
2087-06-01,1.0
2087-07-01,1.0
2087-08-01,1.0
2087-09-01,1.0
2087-10-01,1.0
2087-11-01,1.0
2087-12-01,1.0
2088-01-01,1.0
2088-02-01,1.0
2088-03-01,1.0
2088-04-01,1.0
2088-05-01,1.0
2088-06-01,1.0
2088-07-01,1.0
2088-08-01,1.0
2088-09-01,1.0
2088-10-01,1.0
2088-11-01,1.0
2088-12-01,1.0
2089-01-01,1.0
2089-02-01,1.0
2089-03-01,1.0
2089-04-01,1.0
2089-05-01,1.0
2089-06-01,1.0
2089-07-01,1.0
2089-08-01,1.0
2089-09-01,1.0
2089-10-01,1.0
2089-11-01,1.0
2089-12-01,1.0
2090-01-01,1.0
2090-02-01,1.0
